movie_id,name,genres,overview
2192,See the Sea (Regarde la mer) (1997),Drama,Sasha  a young British woman  is living with her baby daughter at Ile d'Yeu  a peaceful beach community. A stranger appears. Her name is Tatiana  she's passing through  and pitches her tent in Sasha's yard. The two women build an odd rapport  and tension builds as events unfold. 
2193,Willow (1988),Action|Adventure|Fantasy,A baby girl is discovered in a river by Ranon and Mims  the children of Willow Ufgood  a dwarf farmer and magician and the baby girl is taken into the care of Willow's family. But when a terrifying dog like creature attacks Willow's village  whilst tracking down the baby. Willow consults the village council and the wizard The High Aldwin. The High Aldwin gives Willow a task and Willow leaves the village and embarks on the task to give the baby girl to a responsible person. But Willow soon learns the baby is Elora Danan  the baby girl destined to bring about the downfall of the evil sorceress Queen Bavmorda. Joined by his allies: swordsman Madmartigan  sorceress Fin Raziel and the Brownies Franjean and Rool  Willow takes it upon himself to protect Elora from Queen Bavmorda  who intends to kill Elora and prevent Elora from fulfilling her destiny. And Willow and his allies are pursued by Queen Bavmorda's daughter Sorsha and the evil commander of Queen Bavmorda's army General Kael  whom are searching for Elora and bring her back to Queen Bavmorda's castle  where Queen Bavmorda bids to kill Elora in a ritual and prevent the prophecy of her downfall. 
2194,"Untouchables, The (1987)",Action|Crime|Drama,1920's prohibition Chicago is corrupt from the judges downward. So in going up against Al Capone  Treasury agent Eliot Ness picks just two cops to help him and his accountant colleague. One is a sharp shooting rookie  the other a seen it all beat man. The four of them are ready to battle Capone and his empire  but it could just be that guns are not the best way to get him. 
2195,Dirty Work (1998),Comedy,"Mitch and Sam have to come up with $50 000 and fast! The only problem is neither one can hold down a job. Mitch finds a way to money by exploiting the only talents the two have  by opening a ""Revenge For Hire"" business. "
2196,Knock Off (1998),Action,"A Hong Kong fashion designer (Jean Claude Van Damme  if you can believe that billing) who had previously been involved in knock offs of major label merchandise  such as ""Pumma"" running shoes  attempts to go straight with the help of his new partner (Rob Schneider)  who is secretly an undercover CIA agent involved in an investigation of the black market. Their main product  jeans  is involved in the knock offs  which brings a representative (Lela Rochon) of the American company to investigate. Paul Sorvino also appears as the head of the CIA operation in Hong Kong. However  just as Schneider is not as he initially seems  everyone in the film switches roles by film's end. "
2197,Firelight (1997),Drama,In 1838  lovely governess Elisabeth agrees to bear a child of anonymous English landowner  and he will in return pay her father's debt. At birth she  as agreed  gives up the child. Seven years later she is hired as governess to a girl on a remote Sussex estate. The father of the girl  Charles Godwin  turns out to be that anonymous landowner. So Elisabeth has to be her own daughter's governess  and she can't reveal the secret of her tie with little Louisa. 
2198,Modulations (1998),Documentary,The evolution of electronic music and its many genres. How the wide range of styles and scenes formed through experimentations on sound formation. 
2199,Phoenix (1998),Crime|Drama,"In Phoenix  Arizona  all is not well at the local police station as some of the colleagues are not good of heart. Superstitious cop Harry Collins is on the take. He a compulsive gambler who is forced to plan a heist with fellow cops Mike  James  and Fred to rip off local pimp and overall bad guy  Louie  to pay off gambling debts run up with ""bookie"" Chicago. "
2200,Under Capricorn (1949),Drama,In 1831  Irishman Charles Adare travels to Australia to start a new life with the help of his cousin who has just been appointed governor. When he arrives he meets powerful landowner and ex convict Sam Flusky  who wants to do a business deal with him. Whilst attending a dinner party at Flusky's house  Charles meets Flusky's wife Henrietta who he had known as a child back in Ireland. Henrietta is an alcoholic and seems to be on the verge of madness. 
2201,"Paradine Case, The (1947)",Drama,Highly successful London barrister Anthony Keane takes on the case of Italian Maddalena Paradine who is accused of poisoning her blind military hero husband. Keane comes increasingly under her spell  threatening both his marriage and his career. 
2202,Lifeboat (1944),Drama|Thriller|War,In the Atlantic during WWII  a ship and a German U boat are involved in a battle and both are sunk. The survivors from the ship gather in one of the boats. They are from a variety of backgrounds: an international journalist  a rich businessman  the radio operator  a nurse  a steward  a sailor and an engineer with communist tendencies. Trouble starts when they pull a man out of the water who turns out to be from the U boat. 
2203,Shadow of a Doubt (1943),Film-Noir|Thriller,Charlotte 'Charlie' Newton is bored with her quiet life at home with her parents and her younger sister. She wishes something exciting would happen and knows exactly what they need: a visit from her sophisticated and much traveled uncle Charlie Oakley  her mother's younger brother. Imagine her delight when  out of the blue  they receive a telegram from uncle Charlie announcing that he is coming to visit them for awhile. Charlie Oakley creates quite a stir and charms the ladies club as well as the bank president where his brother in law works. Young Charlie begins to notice some odd behavior on his part  such as cutting out a story in the local paper about a man who marries and then murders rich widows. When two strangers appear asking questions about him  she begins to imagine the worst about her dearly beloved uncle Charlie. 
2204,Saboteur (1942),Thriller,Los Angeles aircraft worker Barry Kane evades arrest after he is unjustly accused of sabotage. Following leads  he travels across the country to New York trying to clear his name by exposing a gang of fascist supporting saboteurs led by apparently respectable Charles Tobin. Along the way  he involves Pat Martin  eventually preventing another major act of sabotage. They finally catch up with Frank Frye  the man who actually committed the act of sabotage at the aircraft factory. 
2205,Mr. & Mrs. Smith (1941),Comedy,New York sophisticates David Smith and Ann Smith n  e Krausheimer have been lovingly and passionately married for three years  or so they believed. They are told individually that due to a technicality   an unresolved municipal and state jurisdictional issue at the time of their supposed marriage   their wedding was not legal  and as such they are not really married. Despite David saying earlier in the day that if he had to do his life all over again that he would not have married her (even though he loves her)  it is Ann that decides not to marry David this second time around due to an action  or in reality inaction  by David in reaction to the news of their marriage being invalid. While Ann goes about her life as a supposedly single woman (which includes calling herself Ann Krausheimer)  David does whatever he can to win Ann back. But winning Ann's hand may be difficult as part of Ann's new life is dating other men. One of those other men and the most serious is David's best friend and business partner  Jefferson Custer. Ann and Jeff's relationship quickly gets to the point where Jeff introduces her to his visiting parents  with whom Ann and Jeff are going on a skiing vacation to Lake Placid. David hopes to exploit that vacation in order to win Ann back. 
2206,Suspicion (1941),Mystery|Thriller,Johnny Aysgarth is a handsome gambler who seems to live by borrowing money from friends. He meets shy Lina McLaidlaw on a train whilst trying to travel in a first class carriage with a third class ticket. He begins to court Lina and before long they are married. It is only after the honeymoon that she discovers his true character and she starts to become suspicious when Johnny's friend and business partner  Beaky is killed mysteriously. 
2207,Jamaica Inn (1939),Drama,Set in Cornwall where a young orphan  Mary  is sent to live with Aunt Patience and Uncle Joss who are the landlords of the Jamaica Inn. Mary soon realizes that her uncle's inn is the base of a gang of ship wreckers who lure ships to their doom on the rocky coast. The girl starts fearing for her life. 
2208,"Lady Vanishes, The (1938)",Comedy|Mystery|Romance|Thriller,Passengers on a scheduled train out of the mountainous European country of Mandrika are delayed by a day due to an avalanche  and thus get up close and personal with each other out of necessity in the only and what becomes an overcrowded inn in the area. Once the train departs  the one person who it is uncertain is on the train is a middle aged English governess named Miss Froy. Iris Henderson  who was vacationing in Mandrika with girlfriends before heading back to England to get married  is certain that Miss Froy was on the train as they were in the same compartment and they had tea together in the dining car  but all those people who can corroborate her story don't seem to want to do so. Iris' thoughts are easily dismissed as a possible concussion as Iris was hit over the head just before boarding the train. Iris will take anyone's help in finding Miss Froy  even that of an Englishman named Gilbert  a musicologist with whom she had a not so pleasant encounter at the inn the evening before. As Iris and Gilbert go on their quest throughout the train  they believe there is a conspiracy among many of the passengers against the validity of there being a Miss Froy. But if there is a conspiracy  Iris and Gilbert still have to find Miss Froy and find out why anyone would want to kidnap a middle aged English governess. 
2209,Young and Innocent (1937),Crime|Thriller,A film actress is murdered by her estranged husband who is jealous of all her young boyfriends. The next day  writer Robert Tisdall (who happens to be one such boyfriend) discovers her body on the beach. He runs to call the police  however  two witnesses think that he is the escaping murderer. Robert is arrested  but owing to a mix up at the courthouse  he escapes and goes on the run with a police constable's daughter Erica  determined to prove his innocence. 
2210,Sabotage (1936),Thriller,Mr. Verloc is part of a gang of foreign saboteurs operating out of London. He manages a small cinema with his wife and her teenage brother as a cover  but they know nothing of his secret. Scotland Yard assign an undercover detective to work at the shop next to the cinema in order to observe the gang. 
2211,Secret Agent (1936),Thriller,During the first world war  novelist Edgar Brodie is sent to Switzerland by the Intelligence Service. He has to kill a German agent. During the mission he meets a fake general first and then Elsa Carrington who helps him in his duty. 
2212,"Man Who Knew Too Much, The (1934)",Thriller,While holidaying in Switzerland  Lawrence and his wife Jill are asked by a dying friend  Louis Bernard  to get information hidden in his room to the British Consulate. They get the information  but when they deny having it  their daughter Betty is kidnapped. It turns out that Louis was a Foreign Office spy and the information has to do with the assassination of a foreign dignitary. Having managed to trace his daughter's kidnappers back to London  Lawrence learns that the assassination will take place during a concert at the Albert Hall. It is left to Jill  however  to stop the assassination. 
2213,Waltzes from Vienna (1933),Comedy|Musical,Schani  Johan Strauss Jr.  is forced by his father to forget music and to work in a bakery. Here he falls in love with Resi. The girl gets very jealous when a rich and beautiful contessa asks Schani to write a waltz for her. Schani writes and plays it  but he is always loyal to his girlfriend. 
2214,Number Seventeen (1932),Thriller,Detective Gilbert is searching for a necklace robbed by a gang of thieves. In the beginning  the gang is in a house in London  then they are running away from police. It will not be easy for the detective to recover the jewel. 
2215,Rich and Strange (1932),Comedy|Romance,Fred and Emily Hill are leading a boring life in London. They receive a big inheritance by a rich relative and now they can realize all their dreams. They leave for a cruise behaving as rich people....but this is the beginning of the end. Richness makes they soon forget their love and family. 
2216,"Skin Game, The (1931)",Drama,A rich family  the Hillcrests  is fighting against the speculator  Hornblower  who sends away poor farmers to build factories on their lands. When Mrs. Hillcrest finds out that Chloe Hornblower was a prostitute  she uses this secret to blackmail the speculator and force him to stop his business. 
2217,Elstree Calling (1930),Comedy|Musical,"A series of 19 musical and comedy ""vaudeville"" sketches presented in the form of a live broadcast hosted by Tommy Handley (as himself). There are two ""running gags"" which connect the sketches. In one  an actor wants to perform Shakespeare  but he is continually denied air time. The other gag has an inventor trying to view the broadcast on television. Four of the sketches are in color (in shades of yellow and brown only). "
2218,Juno and Paycock (1930),Drama,During the Irish revolution  a family earns a big inheritance. They start leading a rich life forgetting what the most important values of are. At the end  they discover they will not receive that inheritance; the family is destroyed and penniless. They must sell their home and start living like vagabonds. 
2219,Murder! (1930),Mystery|Thriller,The police find the actress  Diana Baring  near the body of her friend. All the circumstantial proofs seems to point to her and  at the end of the trial  she is condemned. Sir John Menier  a jury member  suspects Diana's boyfriend  who works as an acrobat wearing a dresses. 
2220,"Manxman, The (1929)",Drama,Despite their differing backgrounds  fisherman Pete and lawyer Philip have been life long friends on the Isle of Man. Pete wants to marry Kate  the landlord's daughter at the local inn  however Kate's father doesn't think he is good enough. Pete leaves the island to seek his fortune abroad and entrusts Kate to Philip  but they start to be attracted to each other. 
2221,Blackmail (1929),Thriller,Alice White is the daughter of a shopkeeper in 1920's London. Her boyfriend  Frank Webber is a Scotland Yard detective who seems more interested in police work than in her. Frank takes Alice out one night  but she has secretly arranged to meet another man. Later that night Alice agrees to go back to his flat to see his studio. The man has other ideas and as he tries to rape Alice  she defends herself and kills him with a bread knife. When the body is discovered  Frank is assigned to the case  he quickly determines that Alice is the killer  but so has someone else and blackmail is threatened. 
2222,Champagne (1928),Comedy,A spoilt rich girl leads a life of luxury on the profits from her father's champagne business. To bring her back down to earth he tells her that all the money has been lost so she goes to seek her fortune. 
2223,"Farmer's Wife, The (1928)",Comedy,Farmer Sweetland is a lonely old widower. He is determined to marry again and he enlists the help of his housekeeper Minta to pick a wife from the local single women. 
2224,Downhill (1927),Drama,Public schoolboy Roddy Berwick is expelled from school when he takes the blame for a friend's charge and his life falls apart in a series of misadventures. 
2225,Easy Virtue (1927),Drama,A recently divorced woman hides her scandalous past from her new husband and his family. 
2226,"Ring, The (1927)",Drama,Jack Saunders and Bob Corby are two boxers in love with Nellie. Jack and Nellie are married but their marriage is flat so she starts to look to Bob for comfort. 
2227,"Lodger, The (1926)",Thriller,"A serial killer known as ""The Avenger"" is on the loose in London  murdering blonde women. A mysterious man arrives at the house of Mr. and Mrs. Bunting looking for a room to rent. The Bunting's daughter is a blonde model and is seeing one of the detectives assigned to the case. The detective becomes jealous of the lodger and begins to suspect he may be the avenger. "
2229,"Pleasure Garden, The (1925)",Drama,Patsy Brand is a chorus girl at the Pleasure Garden music hall. She meets Jill Cheyne who is down on her luck and gets her a job as a dancer. Jill is engaged to adventurer Hugh Fielding and she introduces Patsy to his colleague  Levitt  and they fall in love. Two different fates await the two couples. 
2230,Always Tell Your Wife (1923),Comedy,A husband fakes a cold to meet a blackmailing girl 
2231,Rounders (1998),Crime|Drama,A young  reformed gambler must return to playing big stakes poker to help a friend pay off loan sharks  while balancing his relationship with his girlfriend and his commitments to law school. 
2232,Cube (1997),Sci-Fi|Thriller,Six different people  each from a very different walk of life  awaken to find themselves inside a giant cube with thousands of possible rooms. Each has a skill that becomes clear when they must band together to get out: a cop  a math whiz  a building designer  a doctor  an escape master  and a disabled man. Each plays a part in their thrilling quest to find answers as to why they've been imprisoned. 
2233,Digging to China (1998),Drama,10 year old Harriet dreams of leaving her home  where she doesn't feel she's needed by her mother and sister Gwen. When her mother dies in a car accident  she really starts to make plans for leaving and she finally does so together with her childlike (mentally ill) friend Ricky. 
2234,Let's Talk About Sex (1998),Drama,An aspiring African American talk show host sets out with two girlfriends to videotape interviews with multicultural women about life  love and sex. She interviews her friends Michelle  who... 
2235,One Man's Hero (1999),Drama|War,"One Man's Hero tells the little known story of the ""St. Patrick's Battalion"" or ""San Patricios "" a group of mostly Irish  and other immigrants of the Catholic religion  who deserted to Mexico after encountering religious and ethnic prejudice in the U.S. Army during the Mexican American War. The plot centers around the personal story of John Riley  an Irishman who had been a Sergeant in the American Army  who is commissioned as a Captain in the Mexican Army  and commands the battalion  as he leads his men in battle  and struggles with authorities on both sides of the border. "
2236,Simon Birch (1998),Drama,Simon Birch tells the story of Joe and Simon's heart warming journey of friendship. Simon Birch was born with a condition that makes him much smaller than all the other kids in town. Now  due to his condition  Simon thinks God made him this way for a reason and highly believes in God. Together  Joe and Simon go on a journey of trust and friendship to find the answers to many things. Their friendship is put to the test when some unfortunate events happen. 
2237,Without Limits (1998),Drama,The film follows the life of famous 1970s runner Steve Prefontaine from his youth days in Oregon to the University of Oregon where he worked with the legendary coach Bill Bowerman  later to Olympics in Munich and his early death at 24 in a car crash. 
2238,Seven Beauties (Pasqualino Settebellezze) (1976),Comedy|Drama,Pasqualino  an Italian everyman  deserts the army during World War II. Germans capture him and send him to a prison camp  where he does just about anything to survive. In lengthy flashbacks  we see him and his family of seven unattractive sisters (the seven beauties)  his accidental murder of one sister's lover  his confession and imprisonment  his calculated switch to an asylum  his rape of a patient  and his volunteering to be a soldier to escape confinement. To the chagrin of his obese German captor  his weak and cowardly character enables him to survive the war and return to Naples where he has a plan to survive the next world catastrophe. 
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama,A rich woman  Raffaella  and some friends rent a yacht to sail the Mediterranean Sea during summer. The sailor  Gennarino  who is a communist  does not like this woman but has to bear with her bad mood. One day she wakes up late in the afternoon and asks to be taken to land where everyone had gone earlier. Gennarino sets up a boat but during the trip  the boat breaks down. They spend the night in the middle of the sea. 
2240,My Bodyguard (1980),Drama,Clifford Peache is the new kid in Lake View High School. Faced with all the stress that role entails he makes his situation worse by insulting Moody  the leader of a group of toughs who extort lunch money from kids. These punks pretend to be bodyguards for the kids to protect them from Linderman who  it is rumored  killed his brother in cold blood. Clifford befriends the sullen Linderman and hires him as his bodyguard. When Moody ups the ante  Linderman must decide whether fighting for what he believes in  with his haunted past and image  is justified. 
2241,Class (1983),Comedy,Jonathan  a naive country boy  gets a scholarship to a classy prep school  where he rooms with suave  rich and handsome Skip. Skip decides it is his duty to see that Jonathan loses his virginity  so he sends Jonathan to Chicago  where Jonathan meets Ellen  a beautiful older woman  and they be  gin an affair which ends abruptly when Ellen discovers Jonathan is 17. During Christmas break  Jonathan visits Skip's house and discovers that Ellen is Skip's mother. Ellen tells Jonathan to leave when he rejects her advances  but then begins calling him and begging to see him. Finally  Jonathan agrees to meet her and plans to end the affair  but Ellen seduces him  and that's when Skip  who followed Jonathan  discovers them. 
2242,"Grandview, U.S.A. (1984)",Drama,"Life in the small town of Grandview  Illinois is one that is just like any other city or town. Tim Pearson  soon to be graduating high school wants to go to Florida to study oceanography. He meets Michelle ""Mike"" Cody and is attracted to her. She runs the local Demolition Derby place. Ernie ""Slam"" Webster is on of the drivers in the derby who's wife is cheating on him and wants to later on be with Mike. Tim falls for Mike and a big love triangle is about to happen. "
2243,Broadcast News (1987),Comedy|Drama|Romance,Basket case network news producer Jane Craig falls for new reporter Tom Grunnick  a pretty boy who represents the trend towards entertainment news she despises. Aaron Altman  a talented but plain correspondent  carries an unrequited torch for Jane. Sparks fly between the three as the network prepares for big changes  and both the news and Jane must decide between style and substance. 
2244,"Allnighter, The (1987)",Comedy|Romance,Molly  Val and Gina are graduating college  but on their final night  frustrations are aired. Molly is still looking for real love and Val is beginning to doubt if that is what she's found. Gina is too busy videotaping everything to really notice. When the final party at Pacifica College kicks off  things don't go exactly as planned. 
2245,Working Girl (1988),Comedy|Drama,Tess McGill is a frustrated secretary  struggling to forge ahead in the world of big business in New York. She gets her chance when her boss breaks her leg on a skiing holiday. McGill takes advantage of her absence to push ahead with her career. She teams up with investment broker Jack Trainer to work on a big deal. The situation is complicated after the return of her boss. 
2246,Stars and Bars (1988),Comedy,A British art expert travels across America in order to purchase a rare Renoir painting in the South but comes across some crazy characters in the process. 
2247,Married to the Mob (1988),Comedy,Angela deMarco is unhappily married to high Mafia member Frank deMarco. When Frank is killed  Angela takes the opportunity to break free of the Mafia world entirely and start a new life. But Frank's boss  Tony Russo  begins to court the unresponsive Angela. The FBI begins surveillance on her  thinking her to be his new mistress. FBI agent Mike Downey goes undercover as Angela's neighbor  but soon finds himself attracted to Angela himself. 
2248,Say Anything... (1989),Comedy|Drama|Romance,High school senior Lloyd Dobler wants nothing more than to go out with beautiful and intelligent Diane Court. Lloyd attempts to win her heart over the objections of her over protective father before Diane leaves for a scholarship in England. 
2249,My Blue Heaven (1990),Comedy,The mobster Vincent 'Vinnie' Antonelli is under the witness protection program and the FBI agent Barney Coopersmith is assigned to take Vinnie and his wife Linda to a house in the suburbs. However their wives leave Vinnie and Barney and the agent gets closer to the gangster and befriends him. Vinnie is a bon vivant and a crook and does not keep the necessary low profile. The District Attorney Hannah Stubbs arrests him but Barney releases him from jail since he needs to testify against the Mafia. Soon Barney falls in love with Stubbs  but Vinnie gets into many troubles calling the attention of two hitmen from the Mafia. The police officer Crystal Rybak protects him and they also falls in love with each other. In the end  the good hearted Vinnie becomes a prominent personality in the suburbs. 
2250,Men Don't Leave (1990),Drama,A mother of two sons finds life considerably difficult on her own after the death of her beloved husband. Due to debt she must move them to Baltimore  and deal with the hardships and all that comes with the city life. 
2251,"Cabinet of Dr. Ramirez, The (1991)",Comedy,Featuring music instead of any dialogue and set in a near Kafkaesque future  this loose remake of The Cabinet of Dr. Caligari follows a bureaucrat whom mysterious Dr. Ramirez and his hideous sidekick want as their latest victim. 
2252,Hero (1992),Comedy|Drama,Bernie LaPlante is having a rough time. He's divorced  his ex wife hates him  and has custody of their son. The cops are setting a trap for him  then to top it all  he loses a shoe while rescuing passengers of a plane crash. Being a thief who is down on his luck  he takes advantage of the rescue  but then someone else claims credit for it. 
2253,Toys (1992),Action|Comedy|Fantasy,An eccentric toymaker's last wish is that his brother takes over the running of the business. The brother is a military General  and is out of touch with toymaking  and out of touch with reality too. The business should really have been given to Leslie  who was much more like his toymaking father. When the General starts making weapons instead of toys  Leslie decides to take action. 
2254,Choices (1981),Drama,Partially deaf teenager Carafotes becomes alienated when prevented from playing football because of his handicap. He must deal with his parents  coach  teammates  his new girlfried and a bad crowd he almost falls into  before confronting the school board. 
2255,Young Doctors in Love (1982),Comedy,An 'Airplane' style spoof of hospital soap operas: a brilliant young trainee can't stand the sight of blood; a doctor romances the head nurse in order to get the key to the drugs cabinet; there's a mafioso on the loose disguised as a woman   in other words all the usual ingredients present and correct  though in this case the laughs are intentional. 
2256,Parasite (1982),Horror|Sci-Fi,Paul Dean has created a deadly parasite that is now attached to his stomach. He and his female companion  Patricia Welles  must find a way to destroy it while also trying to avoid Ricus  his rednecks  and an evil government agent named Merchant. 
2257,No Small Affair (1984),Comedy|Romance,The 16 years old amateur photographer Charles accidentally takes a photo of Laura   and falls in love with her  when he develops the picture. He finds out that she works as singer in a bar  but is about to be thrown out. Although rejected at first by the 23 years old  he wants to help her and starts an ad campaign behind her back... with unexpected results. 
2258,Master Ninja I (1984),Action,
2259,Blame It on Rio (1984),Comedy|Romance,Michael Caine plays Matthew Hollis; a man on holiday in Rio with his best friend Victor Lyons (Joseph Bologna). Both men have teenage daughters with them. When Caine falls for Victor's daughter Jennifer (played by Michelle Johnson)  they embark on a secret  if slightly one sided relationship. Victor is furious when he finds out about the 'older man' in his daughter's life  and sets out to hunt him down with the aid of Matthew! 
2260,Wisdom (1986),Action|Crime,Unable to find work after a past felony  graduate John Wisdom and his girlfriend (Moore) embark on a cross country bank robbing spree in order to aid American farmers (Just call him Robin Hood). 
2261,One Crazy Summer (1986),Comedy,With a name like Hoops McCann  he's bound to get that basketball scholarship after high school  right  Wrong! What Hoops really wants to do is write and illustrate a love story. To help him find his way  his friend George invites Hoops to come with him and his sister to spend the summer on Nantucket. The friends Crazy Summer begins when they pickup Cassandra on the way  she's being chased by a motorcycle gang. From here on in  it only gets crazier. Once on the island  Hoops and George  along with George's island friends the Stork twins and Ack Ack (son of a marine)  must help Cassandra save her grandfather's house from the greedy Beckersted Family. Along the way  Hoops must find a way to write his cartoon love story   and maybe a real one of his own. 
2262,About Last Night... (1986),Comedy|Drama|Romance,Danny and Bernie are two single men living their lives on the wild side. But when Danny meets Debbie at a bar and the two start a relationship with a one night stand  Danny's life takes a different turn. How does this passionate night become a full affair and what effect will this relationship have on both people and their friendship with their best mates   
2263,"Seventh Sign, The (1988)",Thriller,In Haiti  the sea and the life form die; in the Middle East  a town is frozen. These are signs of the Apocalypse and the Vatican is investigating  but Father Lucci advises that these omens are hoax or technologically explained. In California  the housewife Abby Quinn is pregnant and the delivery is scheduled to February  29 in a leap year. Her husband  the lawyer Russell Quinn  is defending a weird case of the teenager Jimmy Szaragosa that killed his parents telling that he was following the Word of God. Meanwhile Abby rents a garage apartment to the mysterious David Bannon. The hopeless Abby has strange nightmares and soon she finds that around the world there are signs of the Apocalypse in accordance with the Book of Revelation. She learns also that David Bannon is Jesus that has returned; Father Lucci is the Pilate's porter Cartaphilus that was doomed to wander on Earth for the eternity; and she is a woman that tried to help Jesus. Further  she is the Seventh Sign and the Apocalypse will happen when her baby is stillborn. What can she do to save her unborn son and mankind  
2264,We're No Angels (1989),Drama,A couple of escaped convicts on the run find refuge with the Church when they are mistaken for two priests. The two are keen to flee but are unable to do so without the help of Molly. 
2265,Nothing But Trouble (1991),Adventure|Comedy,"A financier [Chevy Chase] meets a spurned lover [Demi Moore] and agrees to take her to a business meeting. On the way there  they run a stop sign in a tiny town in the middle of nowhere. They are arrested and taken to the local court. But all is not as it seems: the courthouse and the ""prison"" are a maze of zany booby  traps and deadly contraptions. The antics of the captured couple as they try to escape from the mad judge and his bizarre family make up the rest of this unusual film. "
2266,"Butcher's Wife, The (1991)",Comedy|Romance,"A clairvoyant thinks she's met her husband to be because she's seen him in her dreams. They marry quickly  and return to the husband's (""the butcher"")  home in the city. She has a big impact on everyone she meets by anticipating their questions and actions and advising them on their love life. Her interference then brings her into contact with the real man of her dreams. "
2267,Mortal Thoughts (1991),Mystery|Thriller,The hairdresser  wife and mother Cynthia Kellogg is in police department being interrogated by the experienced detective John Woods and his partner  Detective Linda Nealon. Through flashbacks  she reveals how her best friend and colleague Joyce Urbanski married the scum and nasty James Urbanski; how hard Joyce's life with James was; and why Joyce became a criminal. The smart detective finds some contradictions in her statement and presses Cynthia  trying to disclose the truth of two murders. 
2268,"Few Good Men, A (1992)",Crime|Drama,"In this dramatic courtroom thriller  LT Daniel Kaffee  a Navy lawyer who has never seen the inside of the courtroom  defends two stubborn Marines who have been accused of murdering a colleague. Kaffee is known as being lazy and had arranged for a plea bargain. Downey's Aunt Ginny appoints Cmdr. Galloway to represent him. Also on the legal staff is LTJG Sam Weinberg. The team rounds up many facts and Kaffee is discovering that he is really cut out for trial work. The defense is originally based upon the fact that PFC Santiago  the victim  was given a ""CODE RED"". Santiago was basically a screw up. At Gitmo  screw ups aren't tolerated. Especially by Col. Nathan Jessup. In Cuba  Jessup and two senior officers try to give all the help they can  but Kaffee knows something's fishy. In the conclusion of the film  the fireworks are set off by a confrontation between Jessup and Kaffee. "
2269,Indecent Proposal (1993),Drama,A young couple very much in love are married and have started their respective careers  she as a real estate broker  he as an architect. She finds the perfect spot to build his dream house  and they get loans to finance it. When the recession hits  they stand to lose everything they own  so they go to Vegas to have one shot at winning the money they need. After losing at the tables  they are approached by a millionaire who offers them a million dollars for a night with the wife. Though the couple agrees that this is a way out of their financial dilemma  it threatens to destroy their relationship. 
2270,"Century of Cinema, A (1994)",Documentary,
2271,Permanent Midnight (1998),Drama,"Comedy writer Jerry Stahl  whose $6000 a week heroin habit had him taking his infant daughter along on his drug runs and doing smack during TV script conferences. Departing detox  Stahl explores memories with survivor Kitty  who listens patiently to Stahl's flashback. Other women in Stahl's life are his British wife Sandra and his agent Vola. For the TV series ""Mr. Chompers"" (inspired by ALF)  Stahl meets with sitcom exec Craig Ziffer and puppeteer Allen. For freaky freebasing  Stahl hangs with mumbler Nicky and druggie Gus. "
2272,One True Thing (1998),Drama,When a tough New Yorker's mother is stricken with a serious illness  she is forced to quit her job and her relationship with her boyfriend to take care of her  finding out a lot of things she didn't know about her mother and father and her life along the way. 
2273,Rush Hour (1998),Action|Thriller,Cultures clash and tempers flares as the two cops named Detective Inspector Lee a Hong Kong Detective and Detective James Carter FBI  a big mouthed work alone Los Angeles cop who are from different worlds discovers one thing in common: they can't stand each other. With time running out  they must join forces to catch the criminals and save the eleven year old Chinese girl of the Chinese consul named Soo Yung. 
2274,Lilian's Story (1995),Drama,For forty years Lilian Singer has been locked up in a 'loony bin' by her father. Her release is eventually secured by her eccentric Aunt Kitty and her brother  John. Lilian starts to carve out a place for herself. As she explores Sydney and the people who live and work around her she sees others looking for love. Lilian shows us it is never too late to change your life and that even unusual choices can bring contentment. 
2275,Six-String Samurai (1998),Action|Adventure|Sci-Fi,"A mysterious and powerful hero of the classic kind  Buddy is as skilled with his guitar as he is with his samurai sword. Thrown together with a kid whom he saves in a spectacular battle  the two of them must now escape their enemies and reach ""Lost Vegas "" the rock 'n' roll capital of this future world. "
2276,"Soldier's Daughter Never Cries, A (1998)",Drama,This fictionalized story  based on the family life of writer James Jones  is an emotionless slice of life story. Jones here is portrayed as Bill Willis  a former war hero and now successful author who obviously drinks too much and is starting to experience health problems. Living in France with his wife  daughter  and an adopted son  the family travels an unconventional road that leaves all of them as outsiders to others. Preaching a sexual freedom  his daughter's sexual acceptance begins at an early age and betrays her when the family moves to Hanover in America. Her sexuality is definitely not the normal for American teens and gives her a bad reputation and outcasts her. Meanwhile her brooding brother struggles with his own inner turmoils about his early desertion in life. Only within the tight knit confines of his family is he comfortable to even speak. 
2277,Somewhere in the City (1997),Drama,The film portrays life of New York City's Lower East Side inhabitants. Introvert therapist Betty is befriended with Chinese immigrant Lu Lu  leftist radical Che is also Lu Lu's friend. Italian immigrant and wife of supervisor of building where they all live  Marta  is having an affair with her neighbour Frankie who likes scams. One of his scams goes terribly wrong. 
2278,Ronin (1998),Action|Crime|Thriller,Ronin is the Japanese word used for Samurai without a master. In this case  the Ronin are outcast specialists of every kind  whose services are available to everyone   for money. Dierdre (undoubtedly from Ireland) hires several Ronin to form a team in order to retrieve an important suitcase from a man who is about to sell it to the Russians. After the mission has been completed successfully  the suitcase immediately gets switched by a member of the team who seems to work into his own pocket. The complex net of everyone tricking everyone begins to surface slowly  and deadly... 
